stime,ctime,mac,ssid,bssid,rssi
1691366459.53649,1609459876,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366459.53649,1609459876,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366459.53649,1609459876,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-55
1691366460.1505165,1609460347,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-42
1691366460.1505165,1609460347,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366460.1505165,1609460347,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691366463.0185351,1609459931,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691366463.0185351,1609459931,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-48
1691366463.0185351,1609459931,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366463.6310997,1609460000,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691366463.6310997,1609460000,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-47
1691366463.6310997,1609460000,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-47
1691366470.7993596,1609459887,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366470.8003619,1609459887,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-48
1691366470.8003619,1609459887,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-55
1691366471.2098737,1609460358,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-42
1691366471.2108731,1609460358,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691366471.2108731,1609460358,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-57
1691366474.2829893,1609459942,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-38
1691366474.2829893,1609459942,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366474.2829893,1609459942,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366474.6910877,1609460011,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366474.6910877,1609460011,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-46
1691366474.6910877,1609460011,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-46
1691366482.276114,1609460369,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-42
1691366482.276114,1609460369,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691366482.276114,1609460369,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691366482.2801168,1609459898,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366482.2801168,1609459898,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-48
1691366482.2801168,1609459898,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-57
1691366485.7575219,1609460022,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366485.7585256,1609460022,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-46
1691366485.7585256,1609460022,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-53
1691366485.7605174,1609459953,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691366485.7605174,1609459953,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-48
1691366485.7605174,1609459953,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-50
1691366493.328713,1609460381,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691366493.328713,1609460381,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691366493.328713,1609460381,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691366493.736842,1609459909,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366493.736842,1609459909,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-49
1691366493.736842,1609459909,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-58
1691366496.809514,1609460033,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691366496.809514,1609460033,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-47
1691366496.809514,1609460033,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-51
1691366497.2192023,1609459965,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691366497.2192023,1609459965,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366497.2192023,1609459965,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-54
1691366504.3883379,1609460392,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691366504.3883379,1609460392,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366504.3883379,1609460392,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-57
1691366505.206534,1609459921,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691366505.206534,1609459921,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-49
1691366505.206534,1609459921,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-58
1691366507.868652,1609460044,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-42
1691366507.868652,1609460044,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-47
1691366507.868652,1609460044,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-49
1691366508.2776964,1609459976,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691366508.2776964,1609459976,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366508.2776964,1609459976,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366515.4478037,1609460403,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-42
1691366515.4478037,1609460403,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691366515.4478037,1609460403,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-58
1691366516.6754706,1609459932,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691366516.6754706,1609459932,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366516.6754706,1609459932,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-56
1691366518.9277475,1609460055,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691366518.9277475,1609460055,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-45
1691366518.9277475,1609460055,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-49
1691366519.3383114,1609459987,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691366519.3383114,1609459987,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366519.3383114,1609459987,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366526.505717,1609460414,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-43
1691366526.505717,1609460414,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366526.505717,1609460414,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691366528.1459816,1609459944,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366528.1459816,1609459944,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366528.1459816,1609459944,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-55
1691366530.197536,1609460066,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366530.197536,1609460066,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-46
1691366530.197536,1609460066,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-47
1691366530.397834,1609459998,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-39
1691366530.397834,1609459998,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-48
1691366530.397834,1609459998,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-50
1691366537.5647137,1609460425,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691366537.5647137,1609460425,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691366537.5647137,1609460425,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-57
1691366539.6134808,1609459955,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366539.6134808,1609459955,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366539.6134808,1609459955,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-56
1691366541.4637504,1609460010,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691366541.4637504,1609460010,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-49
1691366541.4637504,1609460010,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-51
1691366541.4687498,1609460078,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366541.4687498,1609460078,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-48
1691366541.4687498,1609460078,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-48
1691366548.6240437,1609460436,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691366548.6240437,1609460436,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691366548.6240437,1609460436,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691366550.8785613,1609459967,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366550.8785613,1609459967,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366550.8785613,1609459967,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-55
1691366552.7275653,1609460089,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-45
1691366552.7275653,1609460089,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366552.7275653,1609460089,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-51
1691366552.7295215,1609460021,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691366552.7295215,1609460021,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-48
1691366552.7295215,1609460021,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366559.6838036,1609460447,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691366559.6838036,1609460447,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691366559.6838036,1609460447,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691366562.169857,1609459978,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366562.169857,1609459978,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-49
1691366562.169857,1609459978,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-56
1691366563.9437153,1609460032,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691366563.9437153,1609460032,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366563.9437153,1609460032,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366564.2085516,1609460100,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366564.2085516,1609460100,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366564.2085516,1609460100,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-54
1691366570.74327,1609460458,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691366570.74327,1609460458,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691366570.74327,1609460458,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-57
1691366573.6114745,1609459989,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366573.6114745,1609459989,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-48
1691366573.6114745,1609459989,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-56
1691366575.0436492,1609460043,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691366575.0436492,1609460043,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366575.0436492,1609460043,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366575.8623462,1609460112,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366575.8623462,1609460112,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-47
1691366575.8623462,1609460112,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-51
1691366581.8023772,1609460469,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691366581.8023772,1609460469,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691366581.8023772,1609460469,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-57
1691366584.6691017,1609460001,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366584.6691017,1609460001,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366584.6691017,1609460001,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-57
1691366586.1034482,1609460054,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691366586.1034482,1609460054,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366586.1034482,1609460054,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-48
1691366586.922903,1609460123,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691366586.922903,1609460123,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-46
1691366586.922903,1609460123,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-49
1691366592.8611658,1609460480,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691366592.8611658,1609460480,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691366592.8611658,1609460480,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691366595.7303705,1609460012,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366595.7303705,1609460012,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366595.7303705,1609460012,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-56
1691366597.3692834,1609460065,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-39
1691366597.3692834,1609460065,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691366597.3692834,1609460065,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-50
1691366597.981491,1609460134,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366597.981491,1609460134,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-46
1691366597.981491,1609460134,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-48
1691366603.926122,1609460491,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691366603.926122,1609460491,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691366603.926122,1609460491,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691366606.7891738,1609460023,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366606.7891738,1609460023,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366606.7891738,1609460023,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-55
1691366608.6318722,1609460077,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691366608.6318722,1609460077,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366608.6318722,1609460077,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-51
1691366609.2452312,1609460145,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366609.2452312,1609460145,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-46
1691366609.2452312,1609460145,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-51
1691366614.9809277,1609460502,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691366614.9809277,1609460502,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366614.9809277,1609460502,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-58
1691366617.848192,1609460034,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366617.848192,1609460034,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366617.848192,1609460034,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-55
1691366619.6284525,1609460088,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-39
1691366619.6284525,1609460088,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366619.6284525,1609460088,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-49
1691366620.7152095,1609460157,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691366620.7152095,1609460157,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-46
1691366620.7152095,1609460157,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-48
1691366626.2449644,1609460513,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691366626.2449644,1609460513,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691366626.2449644,1609460513,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-58
1691366628.9073162,1609460045,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366628.9073162,1609460045,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-48
1691366628.9073162,1609460045,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-56
1691366630.7951648,1609460099,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-39
1691366630.7951648,1609460099,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366630.7951648,1609460099,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-52
1691366631.9789279,1609460168,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691366631.9789279,1609460168,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-45
1691366631.9789279,1609460168,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-47
1691366637.508937,1609460524,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691366637.509882,1609460524,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366637.509882,1609460524,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691366639.9660585,1609460056,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691366639.9660585,1609460056,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-49
1691366639.9660585,1609460056,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-52
1691366642.234202,1609460110,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691366642.234202,1609460110,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-47
1691366642.234202,1609460110,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-50
1691366643.4472983,1609460179,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-42
1691366643.4482968,1609460179,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-46
1691366643.4482968,1609460179,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-49
1691366648.5672352,1609460536,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691366648.5672352,1609460536,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366648.5672352,1609460536,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691366651.0265577,1609460067,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366651.0265577,1609460067,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366651.0265577,1609460067,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-56
1691366653.7116873,1609460121,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-39
1691366653.7116873,1609460121,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-48
1691366653.7116873,1609460121,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-50
1691366654.5074294,1609460191,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-42
1691366654.5074294,1609460191,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-47
1691366654.5074294,1609460191,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366659.627064,1609460547,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691366659.627064,1609460547,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366659.627064,1609460547,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691366662.0843952,1609460078,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691366662.0843952,1609460078,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-50
1691366662.0843952,1609460078,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-56
1691366665.1565492,1609460133,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-39
